key,value,Hindi,Gujarati Text,Marathi Text,Telugu Text,
homeTourStep4,See all bots and find new bots.,सभी बॉट देखें और नए बॉट खोजें।,બધા bots જુઓ અને નવા bots શોધો.,सर्व bots पहा आणि नवीन bots शोधा.,అన్ని bots లను చూడండి మరియు కొత్త bots లను కనుగొనండి.,
botStoreTourStart,let’s go,शुरू करें,શરૂ કરો,सुरु करा.,ప్రారంభిద్దాం,
botStoreTourTitle,Hi there!,हैलो!,હેલો!,नमस्कार!,హాయ్!,
botStoreTourSubtitle,Join us for a quick app tour to see the main features.,मुख्य विशेषताओं को देखने के लिए जल्दी से एक ऐप टूर लें।,મુખ્ય સુવિધાઓ જોવા માટે ઝડપી એપ્લિકેશન ટુર માટે અમારી સાથે જોડાઓ.,मुख्य वैशिष्‍ट्ये पाहण्‍यासाठी आमच्याबरोबर झटपट अ‍ॅप टूरमध्ये सहभागी व्हा.,ప్రధాన ఫీచర్లను చూడటానికి త్వరిత యాప్ టూర్ కోసం మాతో చేరండి.,
botStoreTourSkip,skip,स्किप करें,સ્કીપ કરો,सोडून द्या.,వదిలేయండి,
botStoreTourStep1,Here are some bots that we think you will like!,यहाँ कुछ बॉट्स हैं जो आपको पसंद आएँगे!,અહીં કેટલાક bots છે જે અમને લાગે છે કે તમને ગમશે!,येथे काही bots आहेत जे तुम्हाला आवडतील असे वाटते!,మీరు ఇష్టపడతారని మేము భావిస్తున్న కొన్ని bots ఇక్కడ ఉన్నాయి!,
botStoreTourStep2,Find all bots here and use filters for categories.,सभी बॉट यहाँ खोजें और श्रेणियों के लिए फ़िल्टर का उपयोग करें।,અહીં બધા bots શોધો અને કેટેગરી માટે ફિલ્ટર્સનો ઉપયોગ કરો.,इथे सर्व bots शोधा आणि श्रेणींसाठी फिल्टरचा वापर करा.,ఇక్కడ అన్ని bots లను కనుగొనండి మరియు వర్గాల కోసం ఫిల్టర్‌లను ఉపయోగించండి.,
botStoreTourStep3,"Order the list of bots by date, popularity, or ratings.","बॉट्स की सूची को समय, लोकप्रियता या रेटिंग के अनुसार क्रम में करें।","તારીખ, લોકપ્રિયતા અથવા રેટિંગ્સ દ્વારા bots ની સૂચિનો ક્રમ ગોઠવો.","bots च्या सूचीला तारीख, लोकप्रियता किंवा रेटिंगच्या क्रमाने पहा.","తేదీ, జనాదరణ లేదా రేటింగ్‌ల వారీగా bots ల జాబితాను క్రమంలో రాయండి.",
botStoreTourStep4,See all the bots you've chatted with.,उन सभी बॉट्स को देखें जिनके साथ आपने चैट की है।,તમે ચેટ કરેલા બધા બોટ્સ જુઓ.,ज्या bots बरोबर तुम्ही चॅट केलेले आहे ते सर्व bots पहा,మీరు చాట్ చేసిన అన్ని botsను చూడండి.,
appTourTooltip,Want to take the app tour later? Tap here anytime!,ऐप टूर बाद में लेना चाहते हैं? यहाँ कभी भी टैप करें!,એપ્લિકેશન ટૂર પછીથી લેવા માંગો છો? ગમે ત્યારે અહીં ટેપ કરો!,अ‍ॅपबद्दल काही काळानंतर जाणून घ्यायचे आहे? इथे कधीही टॅप करा!,యాప్ టూర్‌ని తర్వాత చేయాలనుకుంటున్నారా? ఎప్పుడైనా సరే ఇక్కడ ట్యాప్ చేయండి!,
appTourHamurger,App Tour,ऐप टूर,એપ ટુર,अ‍ॅपबद्दल संपूर्ण माहिती,యాప్ టూర్,
selectState,Please select state before selecting city,कृपया शहर चुनने से पहले राज्य चुनें,કૃપા કરીને શહેર પસંદ કરતા પહેલા રાજ્ય પસંદ કરો,शहराची निवड करण्याआधी कृपया राज्य निवडा,దయచేసి నగరాన్ని ఎంచుకునే ముందు రాష్ట్రాన్ని ఎంచుకోండి,
sendingMediaTo,Sending to \n{{botName}},निम्न bot में भेजा जा रहा है \n{{botName}},{{botName}} ને \nમોકલી રહ્યા છીએ,\n{{botName}} वर पाठवत आहे,\n{{botName}}కి పంపుతుంది,
uploadFailedMessage,Failed to upload the image,चित्र अपलोड नहीं हो सका,ચિત્ર અપલોડ કરવામાં નિષ્ફળ,इमेज अपलोड करणे अयशस्वी झालेले आहे,చిత్రాన్ని అప్‌లోడ్ చేయడం ఫెయిల్ అయింది,
